# Candidats adoptés depuis OpenStreetMap.
#
# Trouvés parce qu'un lieu porte des horaires ou un tarif — un fait de terrain
# — là où Wikidata ne le classait dans aucune des classes interrogées. Ils
# n'ont aucun privilège : ils sont scorés, soumis au plancher de notoriété et
# dédoublonnés comme les autres. Ce fichier existe pour que `fetch` les
# retrouve, et pour qu'une ligne retirée à la main le reste.
#
wikidata_id,theme_id,note
Q55372828,musees,Walser museum
Q55372921,musees,"Museo civico ""Gian Andrea Irico"""
Q55372940,musees,Palace of museums of Varallo
Q55373215,musees,Museo
Q55373531,musees,
Q55373629,musees,
Q55373635,musees,Casa della Civiltà Contadina di Gaville
Q55374434,musees,
Q55374589,musees,
Q55374687,musees,Museo delle Miniere
Q55375082,musees,Museo del Vetro
Q55375209,monuments,Area Archeologica Sant'Eulalia
Q55375345,musees,Museo Etnografico
Q55375378,musees,Museo etnografico Su Magasinu de Su Binu
Q55375383,musees,
Q55375602,musees,
Q55375606,musees,
Q55375743,musees,Museo ornitologico della Sardegna
Q55375803,musees,
Q55375842,musees,
Q55375855,musees,Musée civique des sciences naturelles
Q55375982,musees,Museo Etnografico e Naturalistico Val Sanagra
Q55375985,musees,Museo dei Fossili
Q55375987,musees,
Q55376051,musees,Civico museo archeologico Platina
Q55376066,musees,Museo della stampa
Q55376114,musees,Garlate Silk Museum
Q55376156,musees,Museo Storico di Lecco
Q55376169,musees,Museo di storia naturale Ambrosioni
Q55376350,musees,Cuggiono Historic Civic Museum
Q55376526,musees,Galleria d'Arte Sacra dei Contemporanei
Q55376600,musees,Museo Interattivo del Cinema
Q55376741,musees,Museo Tazio Nuvolari
Q55376765,musees,Suzzara Prize Museum
Q55376872,musees,Musée municipal de Bormio
Q55376900,musees,
Q55376927,musees,Museo Salvini
Q55376949,musees,Museo internazionale design ceramico - Civica raccolta di Terraglia
Q55376962,musees,Pellini Bozzolo plaster cast gallery
Q55377008,musees,Musée Cerlogne
Q55377098,chateaux,Alfieri Castle in Magliano
Q55377717,musees,Museo Etnografico del Ponente Ligure
Q55377956,musees,Explora
Q55378065,musees,Museo della Contrada della Chiocciola
Q55378069,musees,Museo della Contrada del Leocorno
Q55378820,musees,Cantina della Sfida
Q55378988,musees,Museo di Mineralogia
Q55379139,musees,Carlo Conti Archaeological and Pale-ontological Museum
Q55379152,musees,Museo della Via Spluga e della Val San Giacomo
Q55379187,musees,Museo del bottone
Q55379256,musees,Palazzo Grosso
Q55385389,musees,Museo Arcos
Q55385457,musees,Museo archeologico della Fondazione De Palo-Ungaro
Q55385915,musees,
Q55385931,musees,Museo Civico Archeologico della Valtenesi
Q55385949,musees,
Q55386100,musees,Antiquarium di Telesia
Q55386428,musees,
Q55386628,musees,Museo tipografico Rondani
Q55390554,musees,Museo della ceramica di Mondovì
Q55390576,musees,Museo Etnografico degli Attrezzi Agricoli
Q55390587,musees,
Q55390698,musees,
Q55390779,musees,Ecomuseo dei terrazzamenti e della vite
Q55390839,musees,Ecomuseo della Pietra da Cantoni
Q55391144,musees,Centro visita Alevé
Q55391741,musees,
Q55391898,musees,National Archaeological Museum of Lomellina
Q55391942,megalithes,Necropoli della Cultura di Golasecca
Q55391992,musees,Tipoteca
Q55392057,musees,
Q55671504,musees,"Archaeological Museum ""San Lorenzo"""
Q55671640,musees,Diocesan Museum of Aversa
Q55672092,musees,
Q55672206,musees,
Q55673102,musees,Museo del merletto
Q55673263,megalithes,Val Camonica - Arte Rupestre - Parco Archeologico Nazionale dei Massi di Cemmo
Q55673386,musees,Museo del presente
Q55673402,musees,Museo della Certosa
Q55673701,musees,
Q55673706,musees,
Q55674300,musees,
Q55674364,megalithes,
Q55674391,musees,Museo della civiltà contadina di Montefoscoli
Q55674447,musees,Museo dell’identità dell’alta Garfagnana Olinto Cammelli
Q55674602,musees,
Q55675072,musees,Musée de la fontine
Q55676410,chateaux,Civitacampomarano Castle
Q55677314,musees,
Q55677368,musees,K.u.K. Museum Bad Egart
Q55677397,musees,
Q55677776,musees,
Q55677783,musees,
Q55677851,musees,National Museum of Prehistory of Valle Camonica
Q55677890,musees,
Q55678311,musees,Museo Mineralogico
Q55678700,musees,
Q55678739,musees,Medma - Rosarno Archaeological Museum and Park Complex
Q55678857,megalithes,
Q55685680,musees,Museo nazionale Collezione Salce
Q55685694,musees,Casa Zegna
Q55685721,musees,"Palazzo Comunale, Saluzzo"
Q55685742,megalithes,Demetra a Macchia delle Valli
Q55685766,musees,Musée et parc archéologique national de Capo Colonna
Q55686005,musees,
Q55686092,musees,Museo Archeologico di Calatia
Q55686163,megalithes,House of Titus Macer
Q55686194,megalithes,Roman theatre and thermal complex of Montegrotto
Q55686253,grottes,Grotte des Manie
Q55802135,musees,
Q55829263,musees,"Herbarium Museum, Sapienza University of Rome"
Q5610788,grottes,Grotta Bianca
Q56258452,musees,
Q56258522,musees,Boat Pavilion
Q56261148,musees,
Q56295564,cascades,
Q56421730,musees,
Q56871293,musees,Chiesa di San Bartolomeo
Q57315753,musees,
Q59633221,musees,Classis Ravenna - Museo della Città e del Territorio
Q60533061,musees,Messner Mountain Museum Corones
Q60839886,musees,Casa della Resistenza
Q60840190,musees,Museo Lavazza
Q608405,monuments,Cimetière monumental de Milan
Q60848223,monuments,Palazzo Di Lorenzo del Castelluccio
Q61450471,musees,Museo d'arte sacre della Collegiata
Q61502385,monuments,San Giorgio
Q61723551,musees,
Q63248212,megalithes,Grotta dei Briganti
Q638761,monuments,Massacre des Fosses ardéatines
Q64143684,musees,Musée M9
Q64363409,cascades,
Q64896957,musees,
Q65128208,jardins,
Q65966482,cascades,Cascate del Mulino
Q65966527,musees,Museo di Arte e Storia Ebraica
Q66054535,musees,Museo Archeologico Don Cesare Queirolo
Q66057258,monuments,Cavallo mine
Q66057978,musees,Museo della Civiltà Contadina
Q66058158,chateaux,Palazzo Eccheli-Baisi
Q66436113,musees,
Q66713950,musees,Palazzo Pretorio
Q67145784,musees,
Q67149892,musees,
Q67183022,musees,
Q67382363,musees,Museo del Ferro
Q67638436,musees,Reptiland - Galleria di Scienze Naturali e Centro Erpetologico
Q67643798,musees,
Q67644601,musees,Museo delle guide
Q68297596,musees,Museo del Lago
Q68298731,musees,Museo del Baco da Seta
Q68315448,musees,Museo del paracarro
Q68320363,musees,Museo della Tortura
Q68323716,musees,Museo Didattico Memorie del Tempo
Q68660455,musees,Museo del territorio
Q68662313,musees,
Q68662399,musees,Laboratorio dell'Insetto
Q68663765,musees,
Q68664787,musees,Museo del Caffè
Q69319959,musees,Plessi Museum
Q69325819,musees,Museo delle Antiche Vie
Q69328386,musees,Museo Archeologico Faggiano
Q69330603,monuments,Grotta Concone delle Rose
Q69547768,musees,Galleria Civica
Q69556137,musees,Museo del Giocattolo e del Bambino
Q70330403,monuments,Napoleonic Monument
Q70331703,musees,Museo Talamoni
Q70342020,musees,Camera - Centro Italiano per la Fotografia
Q70342217,musees,Mineralienmuseum
Q70351963,monuments,Museo del San Michele
Q70357801,musees,Museo Ettore Fico
Q712943,musees,Museo Nazionale dell'Artiglieria
Q71825568,monuments,Cavallo mine
Q71827401,musees,Paul-Flora-Museum
Q72162741,megalithes,Grotta della Signora
Q72175279,musees,Gallerie ex voto
Q72177603,musees,Museo Macchina da Scrivere
Q72680633,musees,
Q72684616,musees,Museo dei Colli Euganei
Q72684876,musees,MUVIS - Museo del Vino
Q72684933,musees,Museo Villaggio Grotte Zungri
Q72685957,musees,Museo della Cultura Rurale Prealpina
Q72709277,musees,Museo Archeologico Etnografico Palazzo Atzori
Q73005746,musees,SMO
Q73006053,musees,Museo del Turismo
Q73016733,chateaux,Castello Bonoris
Q73484864,monuments,
Q73485927,monuments,Eremo di Poggio Conte
Q73487299,musees,Museo Minerario
Q73487410,cascades,Revegler Waterfall
Q73488757,musees,
Q73488929,musees,Leonardo da Vinci and Archimedes museum
Q73774682,musees,
Q768259,musees,Museo Civico San Domenico
Q77048411,musees,Parco Zoo Punta Verde
Q77844120,musees,MAXXI L'Aquila
Q799944,monuments,Bagni di Craveggia
Q84030844,musees,Museum Fabrizio De André
Q84035459,megalithes,Area Archeologica del Turriglio
Q841554,monuments,Aqueduc Carolino
Q845460,musees,CavallinoMatto
Q864639,musees,Bioparco
Q87411300,monuments,Palco della Rimembranza
Q88541099,musees,Museo del risparmio di Torino
Q89400114,musees,Museo Fratelli Cozzi
Q89403319,musees,Museo Lechi
Q89867410,chateaux,
Q90878168,musees,Museo San Paolo
Q91088334,megalithes,
Q91088336,megalithes,
Q91336647,monuments,Florentine cemetery
Q92063704,musees,Parco ittico Paradiso
Q93317327,musees,Museo italiano dell’immaginario folklorico
Q93450160,musees,
Q938464,grottes,
Q93895596,musees,
Q93895626,musees,
Q96406909,cascades,Gorg d'abiss
Q96756172,musees,OrMA Archeological Museum
Q97161243,musees,Casa delle Farfalle
Q97940454,monuments,
Q98086645,musees,Cinè Museum
Q98280594,cascades,Carpinone waterfall
Q98951041,musees,Suno Railway Museum
