# Décisions éditoriales, cumulées au fil des revues.
#
# keep    : validé, et conservé même si un plancher venait à monter.
# drop    : écarté du catalogue.
# promote : remonté dans le classement.
# demote  : descendu dans le classement.
#
# Ce fichier est la mémoire de la curation. Le supprimer perd tout le travail
# de relecture ; en corriger une ligne suffit à revenir sur un verdict.
#
wikidata_id,decision,name,note
Q1779659,keep,Tour de l'Horloge,
Q1780121,drop,Massif du Luberon,
Q1780440,keep,Cathédrale Saint-Fulcran de Lodève,
Q178065,keep,Centre national d'art et de culture Georges-Pompidou,
Q1780937,promote,Pont Julien,
Q1782606,promote,Musée national Eugène-Delacroix,
Q1783956,keep,Musée d'Arts de Nantes,
Q1787326,keep,Château de Fougères-sur-Bièvre,
Q1788518,keep,Ancienne cathédrale Saint-Trophime à Arles,
Q1789782,keep,Château de Candé,
Q1790386,keep,Cryptoportique de Reims,
Q1794115,keep,Roche d'Oëtre,
Q1795927,keep,Musée d'archéologie méditerranéenne,
Q1796145,keep,Opéra royal du château de Versailles,
Q179656,keep,Arènes de Nîmes,
Q1798646,keep,Brière,
Q1798794,keep,Ouvrage de La Ferté,
Q1798855,keep,Hague,
Q1799018,keep,Pierre Turquaise,
Q1799090,keep,La Roche-aux-Fées,
Q1799101,keep,La Ruche,
Q1799162,keep,Table au Diable,
Q1799232,drop,Allée couverte de la Ville-Bouquet,
Q179949,keep,Navarrenx,
Q1799604,keep,Lac Noir,
Q1799622,keep,Lac de Chalain,
Q1799627,keep,Lac de Melo,
Q1799634,keep,Lac de Serre-Ponçon,
Q1799643,demote,Lac du Der-Chantecoq,
Q18005355,keep,Cascade de Mérelle,
Q18005444,drop,Grotte du Pape,
Q18005497,keep,Petite Cascade de Tendon,
Q18005532,keep,Saut des Cuves,
Q18009259,keep,Grande Cascade de Tendon,
Q180136,keep,Montagne d'Alaric,
Q180274,keep,Cathédrale Notre-Dame de Chartres,
Q1806812,keep,Lattara,
Q180709,keep,Grande Chartreuse,
Q1808966,keep,Château de Villesavin,
Q1809044,keep,Phare de la Jument,
Q1809766,keep,Site corbuséen du Cap Martin,
Q181189,promote,Arènes d'Arles,
Q1812334,keep,Forteresse de Mimoyecques,
Q1815544,keep,Château de châteaudun,
Q1815574,keep,Château de Biron,
Q181605,keep,Lagrasse,
Q1816468,keep,Fontaine de Vaucluse,
Q1816823,keep,Pont Valentré,
Q181700,keep,Abbaye Notre-Dame d'Aiguebelle,
Q1817089,keep,Beffroi d'Arras,
Q1817122,keep,Château d'Écouen,
Q1817455,drop,Galerie des Batailles,
Q181804,keep,Ségur-le-Château,
Q181886,keep,Châteaudun,
Q1822513,demote,Palais Rohan,
Q1826410,keep,Palais Gallien,
Q1833461,keep,Abbaye Saint-Germer-de-Fly,
Q1836325,keep,Mont Aigoual,
Q1837168,keep,Grotte de Saint-Marcel,
Q18380241,keep,Saut du Bouchot,
Q18415062,keep,Piton de Bébour,
Q1841842,keep,Basilique Saint-Nazaire-et-Saint-Celse de Carcassonne,
Q184359,keep,Le Puy-en-Velay,
Q184407,keep,Basilique Saint-Denis,
Q1851283,keep,Musée Unterlinden,
Q1851987,keep,Château de Sourches,
Q185444,keep,Beynac-et-Cazenac,
Q185479,keep,Château d'Ussé,
Q1857046,drop,Terra Amata,
Q185721,keep,Bar-le-Duc,
Q18578013,drop,Maison de la photographie des Landes,
Q18578014,drop,Maison de Monsieur Beynier,
Q1858504,keep,Abbaye Saint-Victor de Marseille,
Q1859459,keep,Château de La Brède,
Q1860484,keep,Abbaye Notre-Dame de Ganagobie,
Q186536,keep,Fort de Douaumont,
Q1865480,drop,Bastille,
Q18713494,keep,Carmel de Lisieux,
Q18736638,drop,Studios de Bry-sur-Marne,
Q187483,keep,Tapisserie de Bayeux,
Q18749222,drop,Camp romain de La Cheppe,
Q1876013,drop,Lugdunum Convenarum,
Q187840,keep,Palais Garnier,
Q188190,drop,Palais de l'Élysée,
Q1885888,keep,Domaine de George Sand,
Q1885892,keep,Maison de Louis Pasteur à Arbois,
Q188856,keep,Panthéon,
Q1889428,keep,Musée des Monuments français,
Q188977,keep,Hôtel des Invalides,
Q1895555,keep,Château de Fléchères,
Q1895943,drop,Grande Île de Strasbourg,
Q189764,keep,Pont du Gard,
Q190063,keep,Île de la Cité,
Q190171,keep,Mosset,
Q19017521,drop,Abbaye Notre-Dame de l'Épeau,
Q1902319,drop,Île de la Jatte,
Q1905802,drop,Fort Saint-Jean,
Q1906882,keep,Palais du Pharo,
Q190695,drop,Massif central,
Q190827,keep,Autun,
Q191094,keep,Castelnou,
Q191772,keep,Mende,
Q191784,keep,Meymac,
Q1918916,keep,Grotte de Massabielle,
Q192744,keep,Limoux,
Q192756,keep,Sainte-Enimie,
Q193089,drop,Île Europa,
Q193193,keep,Sainte-Chapelle,
Q193215,keep,Château de Chenonceau,
Q19324488,drop,Abbaye de l'Île Barbe,
Q1932488,demote,Lac Kir,
Q193562,keep,Saint-Suliac,
Q1935662,keep,Abbaye royale de Saint-Germain d'Auxerre,
Q19365734,keep,Musée national de la Marine de Toulon,
Q19366621,drop,Pont Neuf,
Q19368619,keep,Puits des Tines,
Q1937108,drop,Tour de Nesle,
Q19371162,keep,Cascade de Cerveyrieu,
Q19387976,keep,Maison Claude Debussy,
Q193937,keep,Nantua,
Q194138,keep,Chinon,
Q194215,drop,Île Amsterdam,
Q1945381,drop,Plateau d'Avron,
Q1945401,drop,Mont Lassois,
Q1945426,drop,Mont Ormel,
Q1945508,keep,Vuache,
Q194569,keep,Turenne,
Q195087,drop,Phare des Triagoz,
Q1950969,keep,Moure de la Gardille,
Q19520988,keep,Cromlech des Bonnettes,
Q1952944,keep,Musée de Grenoble,
Q1954498,keep,Musée Nissim-de-Camondo,
Q1954538,drop,Musée de la Camargue,
Q1955698,drop,Musée national Jean-Jacques-Henner,
Q1955739,keep,Musée des Beaux-Arts de Dijon,
Q1955741,keep,Musée de l'Arles antique,
Q1959055,drop,Château de Rouen,
Q19606799,promote,Jardin zen d'Erik Borja,
Q196690,keep,Saint-Robert,
Q1966959,promote,Maison Picassiette,
Q19675,keep,Musée du Louvre,
Q19682507,drop,Complexe funéraire du Moutot à Lavau,
Q1970151,keep,Île d'Yeu,
Q1973935,keep,Prieuré de Serrabone,
Q1975253,drop,Nécropole de la Boixe,
Q19753121,drop,Palais épiscopal de Castres,
Q19799735,keep,Domaine départemental de Sceaux - château de Sceaux,
Q1983,keep,Oingt,
Q1989567,keep,Château de Gaillon,
Q1992203,keep,Temple de Diane,
Q199234,keep,Phare de Cordouan,
Q19935392,keep,Maison natale d'Auguste Bartholdi,
Q1994367,keep,Cap d'Antibes,
Q19947750,drop,Thermes gallo-romains de Tours,
Q19951965,keep,Grotte Chauvet 2 - Ardèche,
Q1996069,keep,Musée de l'Armée,
Q1996107,keep,Beffroi de l’Hôtel de Ville de Lille,
Q1998638,drop,Musée de l'Assistance publique - Hôpitaux de Paris,
Q1999693,keep,Grottes de Cougnac,
Q199979,keep,Abbaye Saint-Guénolé de Landévennec,
Q200004,keep,Abbaye Sainte-Madeleine du Barroux,
Q2001212,keep,Lac de Vassivière,
Q200202,keep,Saint-Léonard-de-Noblat,
Q2002378,keep,Abbaye Notre-Dame de Morienval,
Q2002436,keep,Abbaye Notre-Dame de l'Assomption de Châtres,
Q2007231,keep,Château des Milandes,
Q20083915,keep,Cascade Charlemagne,
Q20084157,keep,Cascade du Rudlin,
Q20103936,keep,Abbaye royale de Sorèze,
Q2011703,drop,Arboretum de Chèvreloup,
Q20127498,keep,Cascade de Faymont,
Q20127616,drop,Ruines romaines de Nérac,
Q20127619,demote,Saut de la Cuve,
Q201311,keep,Dinan,
Q201428,keep,Château de Fontainebleau,
Q2018245,drop,Olbia de Provence,
Q20182455,drop,Pierre de la Fade,
Q201906,keep,Uzerche,
Q2024100,drop,One-Two-Two,
Q2024489,keep,Pic d'Arlas,
Q2030404,keep,Pic d'Orhy,
Q2030662,keep,Lac de Vaivre,
Q2030715,keep,Parc de Saint-Cloud,
Q2032139,keep,Château de Serrant,
Q2032524,keep,Château d'Anet,
Q203285,keep,Provins,
Q203293,keep,Langres,
Q203303,keep,Brioude,
Q2036663,keep,Musée national de Préhistoire,
Q2037477,demote,Plages du Prado,
Q2038362,demote,Étang de Leucate,
Q20401294,keep,Ravine Fleurs Jaunes,
Q2042145,keep,Ouvrage du Simserhof,
Q204645,keep,Presqu'île de Giens,
Q2047247,drop,Palais de la Cité,
Q2048162,drop,Bagacum Nerviorum,
Q204821,drop,Île Saint-Paul,
Q204979,keep,Vézelay,
Q2051933,keep,Gorges de la Jonte,
Q2051953,demote,Parc André-Citroën,
Q2052611,demote,Parc Jean-Jacques-Rousseau,
Q205367,keep,Château de Chambord,
Q2054341,keep,Château de Saché,
Q205659,keep,Château de Lunéville,
Q205682,keep,Passerelle des Trois-Pays,
Q2060046,keep,Château de Roquetaillade,
Q2060889,demote,Coulée verte René-Dumont,
Q2061380,keep,Île d'Aix,
Q206252,drop,Citadelle de Lille,
Q2064073,promote,Jardins de la Fontaine,
Q2064741,keep,Pavillon Vendôme,
Q20669768,keep,Fort Sarah Bernhardt,
Q206751,drop,Montagne de Reims,
Q206823,keep,Cathédrale Notre-Dame de Reims,
Q20724462,drop,Château de Creil,
Q2073308,demote,Pont de l'Archevêché,
Q2073423,drop,Labyrinthe de Versailles,
Q20738307,keep,Couriot - Musée de la Mine,
Q20754329,drop,Dolmen des Sept Chemins,
Q207570,keep,Thann,
Q207572,keep,Avallon,
Q207614,keep,Figeac,
Q207985,keep,Cathédrale Saint-Étienne de Bourges,
Q2081177,drop,Palais des ducs de Lorraine,
Q20830925,keep,Château de Margon,
Q2083316,keep,Bréhat,
Q208439,keep,Châtillon-sur-Chalaronne,
Q2084976,drop,Phare de Penfret,
Q2084981,promote,Phare de Ploumanac'h,
Q2084993,drop,Phare du Tévennec,
Q2085015,keep,Phare de la Vieille,
Q2085018,drop,Phare des Grands Cardinaux,
Q2085022,drop,Phare des Héaux de Bréhat,
Q2085025,drop,Phare des Pierres Noires,
Q2085033,keep,Phare des Sept-Îles,
Q2085041,keep,Phare du Four,
Q2085869,keep,Château de Vascœuil,
Q208794,keep,Lunéville,
Q20883,keep,Mont Saint-Michel,
Q20904635,keep,Abbaye Saint-Pierre de Vertheuil,
Q209064,keep,Mont Ventoux,
Q2092716,keep,Château de Maisons,
Q2092877,keep,Tour de la Babotte,
Q2093924,keep,Château d'Abbadia,
Q209626,drop,Bois de Boulogne,
Q2096741,demote,Montagne de Lure,
Q20971142,keep,Pointe de Barfleur,
Q20971734,keep,Maison-école du Grand Meaulnes,
Q209810,keep,Nyons,
Q2098121,keep,Planche des Belles Filles,
Q2099678,drop,Village des pruniers,
Q2100387,keep,Grotte de Lombrives,
Q2100819,keep,Pointe de Dinan,
Q21009494,drop,Tumulus de la Motte de Puytaillé,
Q21013094,keep,Salle de la Verna,
Q21027209,keep,Cascade du Heidenbad,
Q21027228,keep,Île de Saint-Cado,
Q2103623,keep,Pont Jacques-Gabriel,
Q2103625,keep,Pont Flavien,
Q2103655,keep,Pont de Vernay,
Q2103675,keep,Pont roman de Mane,
Q2105026,keep,Porte d'Arroux,
Q2105265,keep,Grand Veymont,
Q2107098,drop,Massif des Alpilles,
Q2107701,keep,Abbaye Saint-Georges de Boscherville,
Q21099746,keep,Cascade de la Lauch,
Q21099752,keep,Cascade du Nideck,
Q21099819,keep,Saut de l'Ognon,
Q21099820,drop,Site antique de Drevant,
Q211034,drop,Île Saint-Louis,
Q2111621,keep,Palais des ducs de Bourgogne,
Q211593,keep,Eu,
Q211684,keep,Barfleur,
Q2119428,keep,Puy Mary,
Q212352,keep,Montargis,
Q212444,keep,Saint-Claude,
Q212456,keep,Commercy,
Q2124804,keep,Cathédrale Saint-Louis de Versailles,
Q212962,keep,Ainhoa,
Q213299,keep,Jonzac,
Q213344,keep,Montreuil-sur-Mer,
Q213349,keep,Loches,
Q213497,keep,Fontenay-le-Comte,
Q213501,keep,Villefranche-de-Rouergue,
Q2141290,keep,Basilique Notre-Dame de Brebières,
Q214432,keep,Nogent-le-Rotrou,
Q214540,keep,Pontarlier,
Q214568,keep,Île-d'Aix,
Q214580,keep,Château-Gontier,
Q21469684,drop,Dolmen du Reclus,
Q21479865,demote,Cap Béar,
Q21485498,keep,Tasciaca,
Q21532108,keep,Puy de Jume,
Q21582221,keep,Musée du Maréchal Joffre,
Q2160122,drop,Roc de Sers,
Q21619055,drop,Château et parc de Rentilly,
Q216357,demote,Arche de la Défense,
Q217161,keep,Aubusson,
Q2172329,keep,Jardin des Vestiges,
Q217452,keep,Basilique Sainte-Marie-Madeleine,
Q2175251,keep,Yèvre-le-Châtel,
Q21764139,drop,Abbaye royale de Notre-Dame-aux-Nonnains,
Q2176795,keep,Château de Bourdeilles,
Q217925,keep,Champ-de-Mars,
Q2179571,keep,Pont romain de Saint-Thibéry,
Q2179572,keep,Pont romain de Vaison-la-Romaine,
Q21803278,drop,Chartreuse d'Aillon,
Q218151,keep,Camargue,
Q2182798,keep,Cirque de Navacelles,
Q2182818,keep,Château de Gizeux,
Q2189282,keep,Cathédrale Saint-Étienne de Limoges,
Q2190858,keep,Château de Bazoches,
Q21939,keep,Rodemack,
Q21977,keep,Saint-Quirin,
Q2200332,keep,Haut Folin,
Q220301,keep,Abbaye de Cluny,
Q220385,drop,Île du Diable,
Q2205594,keep,Cathédrale Saint-Nicolas,
Q220601,drop,Bassas da India,
Q2206135,keep,Château de Bonaguil,
Q2212483,drop,Église Saint-Hilaire-le-Grand de Poitiers,
Q2212562,drop,Prieuré Saint-Louis de Poissy,
Q2212738,drop,Abbaye Saint-Pierre-les-Dames,
Q22158623,keep,Manneporte,
Q2229969,keep,Beffroi de Dunkerque,
Q2240551,keep,Château de Cirey,
Q2240680,drop,Château de Dunois,
Q2241121,keep,Château de Fénelon,
Q2241293,keep,Château Grimaldi,
Q2242003,keep,Château de La Bussière,
Q2242004,keep,Château de la Possonnière,
Q2242009,keep,Château de La Motte-Tilly,
Q2242114,keep,Château de Champ-de-Bataille,
Q2242266,keep,Château de Losse,
Q2242401,keep,Château de Mehun-sur-Yèvre,
Q2242403,drop,Château de Meillant,
Q2243437,keep,Porte d'Aix,
Q22436,keep,Mittelbergheim,
Q2243645,keep,Musée Rimbaud,
Q2243666,drop,Château de Sully,
Q2243758,drop,Château de Tournon,
Q22442780,drop,Prieuré Saint-Arnoul de Crépy-en-Valois,
Q2248639,keep,Abbaye royale de Saint-Riquier,
Q2254603,drop,Pont transbordeur de Marseille,
Q2254622,drop,Pont transbordeur de Rouen,
Q2255375,keep,Musée Pasteur,
Q2255651,keep,Château de Montrottier,
Q2256147,keep,Bibliothèque de l'Arsenal,
Q225751,keep,Penne-d'Agenais,
Q2259452,keep,Château d'Annecy,
Q2262571,keep,Île Saint-Joseph,
Q2262676,drop,Grand Canal de Versailles,
Q22636,keep,Wissembourg,
Q2269718,promote,Calanque de Sormiou,
Q2271703,drop,Viaduc d'Austerlitz,
Q22727,keep,Obernai,
Q2273701,demote,Pont de Grenelle-Cadets-de-Saumur,
Q2274186,demote,Passerelle Debilly,
Q22754,keep,Bitche,
Q2277913,drop,Chemin de fer de la baie de Somme,
Q2284047,keep,Grotte de Foissac,
Q228472,keep,Île de Sein,
Q2286762,drop,Presqu'île de Saint-Tropez,
Q22869,keep,Hunspach,
Q2289662,keep,Pont-canal d'Agen,
Q22922153,drop,Maison Ozenfant,
Q22922427,keep,Maison natale de Louis Braille,
Q22924139,drop,Menhirs de la Haute-Borne,
Q22924203,drop,Dolmen de la Pierre-Levée,
Q22935434,drop,Abbaye Notre-Dame-de-l'Assomption de Montsalvy,
Q22936048,drop,Dolmen de Mons,
Q22936532,drop,Grand dolmen de la Table au Loup,
Q22939731,promote,Basilique Saint-Sauveur de Rocamadour,
Q22939760,keep,Maison André Breton,
Q22939975,keep,Maison natale du maréchal Foch,
Q22940317,keep,Dolmen de Finelle,
Q22940972,drop,Dolmen de Liniez,
Q22940994,drop,Dolmen de Montchevrier,
Q22941752,drop,Maison natale de Descartes,
Q22942089,keep,Pierre Chaude,
Q22950387,keep,Château de Chambray,
Q22952765,drop,Pierre Levée de Puyraveau,
Q22952806,keep,Pont des Chouans,
Q22956936,drop,Château de Purnon,
Q22958208,drop,Hôtel de ville de Nancy,
Q22962904,keep,Menhir de Bourg-Jardin,
Q22963608,keep,Mégalithes du Creux,
Q2296362,keep,Musée Gustave-Moreau,
Q22963633,drop,Château du Tertre,
Q22963851,drop,Château de Crèvecœur-en-Auge,
Q22964915,drop,Maison de Jacques Copeau,
Q22966992,drop,Monastère de Sainte-Marie-d'en-Haut,
Q22967182,keep,Couvent des Cordeliers de Charlieu,
Q22967232,keep,Dolmen de Roche-Cubertelle,
Q2297114,keep,Cathédrale Notre-Dame-de-Nazareth d'Orange,
Q22975827,keep,Maison-atelier de Foujita,
Q22976239,keep,Musée Aristide-Bergès,
Q22980586,drop,Château de Vaux,
Q22985151,keep,Menhir de la Haute-Borne,
Q22988051,keep,Maison de La Boétie,
Q22992063,keep,Menhir de Men-Bras-de-Kermar-Ker,
Q22998303,keep,Maison du Docteur Gachet,
Q2305607,drop,Vallée d'Ossau,
Q2307685,demote,Pont National,
Q2307722,demote,Pont d'Austerlitz,
Q2308353,drop,Pointe Saint-Mathieu,la pointe porte deja son phare Q1638606 et son abbaye Q2633713 : trois fiches un arret
Q2310816,keep,Cathédrale Sainte-Marie d'Oloron,
Q2315399,keep,Abbaye de Saint-Antoine-l'Abbaye,
Q2315459,keep,Basilique Saint-Eutrope de Saintes,
Q2317145,keep,Musée Renoir,
Q231720,keep,Honfleur,
Q23197271,drop,Abbaye Notre-Dame de l'Eau,
Q2321630,keep,Chamechaude,
Q2321914,keep,Château de Courances,
Q2324947,keep,Donjon de Vincennes,
Q2327866,keep,Hortillonnages d'Amiens,
Q2335135,drop,Abbaye Sainte-Croix de Poitiers,
Q23402,keep,Musée d'Orsay,
Q2341779,keep,Viaduc de Cize-Bolozon,
Q2341945,keep,Château du Barroux,
Q234208,drop,Île Tromelin,
Q23426,keep,Lac du Bourget,
Q2342844,drop,Musée d'Archéologie nationale,
Q234364,drop,Palais des Tuileries,
Q2343686,keep,Cathédrale Sainte-Marie-de-l'Assomption de Lucciana,
Q2344875,drop,Liste des observatoires astronomiques,
Q234704,keep,Vitré,
Q2348375,keep,Maison des Jardies,
Q23498495,drop,Musée d'Art et d'Histoire de Dreux,
Q2349903,drop,Cœur Défense,
Q2350639,keep,Maison Pfister,
Q2351952,keep,Pont de Tancarville,
Q2351981,drop,Palais du parlement de Bretagne,
Q2356811,promote,Château royal de Collioure,
Q23596705,keep,Musée Saint-Remi,
Q2361353,drop,Argentoratum,
Q23640615,keep,Musée départemental Raymond Poincaré,
Q236609,keep,Tende,
Q237034,drop,Île Juan de Nova,
Q2371579,keep,Cap Croisette,
Q2371597,keep,Cathédrale Saint-Tugdual de Tréguier,
Q2372049,keep,Grande galerie de l'Évolution,
Q2378450,keep,Château de Quintin,
Q2380772,promote,Pointe des Poulains,
Q2380890,drop,Monts de Blond,
Q2381861,drop,Villa Marguerite-Yourcenar,
Q2383749,drop,Théâtre gallo-romain des Bardiaux,
Q238377,keep,Pont-Aven,
Q2385003,keep,Cathédrale Saint-Vincent de Saint-Malo,
Q2386432,drop,Abbaye Royal deSaint-Laumer de Blois,
Q23866671,drop,Abbaye de Bussières-les-Nonains,
Q2389498,keep,Musée de la Révolution française,
Q23905739,drop,Récif corallien de l'Amazone,
Q23927489,keep,Plage de la Mine d'Or,
Q23936770,drop,Musée-bibliothèque François Pétrarque,
Q2396340,drop,Chaîne des Aravis,
Q2398164,drop,Dolmen le Grès de Linas,
Q2400780,keep,Musée de Salagon,
Q2401144,keep,Piton de Grande-Anse,
Q2404549,keep,Musée des Beaux-Arts de Tours,
Q2409187,keep,Château de Bouges,
Q2411837,demote,Petite Camargue,
Q2412116,drop,Jardin des Géants,
Q2412699,drop,Château de Pontus de Tyard,
Q2413347,promote,Phare des îles Sanguinaires,
Q2415168,promote,Maison de Jules Verne,
Q2417255,drop,Château de Rastignac,
Q2418225,keep,Château de Vitré,
Q2419151,keep,Cathédrale Saint-Corentin de Quimper,
Q241940,keep,Givet,
Q2420877,drop,Collégiale Notre-Dame de Dole,
Q2420880,keep,Forêt domaniale de Bonsecours,
Q2422758,keep,Château de Chavaniac,
Q2426730,keep,Grottes de Bétharram,
Q2427038,keep,Pierre-sur-Haute,
Q24278938,drop,Gouf de Capbreton,
Q2428252,keep,Île de Molène,
Q243,keep,Tour Eiffel,
Q243012,keep,Biot,
Q243111,keep,Domme,
Q2434153,drop,Château du Val,
Q243663,keep,Les Baux-de-Provence,
Q2437680,keep,Cathédrale Notre-Dame-de-l'Assomption d'Ajaccio,
Q2443243,keep,Cathédrale Saint-Pierre-et-Saint-Paul de Troyes,
Q244546,keep,Moustiers-Sainte-Marie,
Q244565,keep,Trévoux,
Q2445818,keep,Musée de La Poste,
Q2446035,demote,Tour Perret,
Q244707,keep,Châtillon-sur-Seine,
Q244934,keep,Bergues,
Q2450180,keep,Château de la Bastie d'Urfé,
Q2452386,promote,Grotte du Grand Roc,
Q2452513,keep,Villa Ephrussi de Rothschild,
Q2456478,keep,Château du Mesnil-Geoffroy,
Q2459723,keep,Tumulus de Dissignac,
Q246304,keep,Pointe des Espagnols,
Q246317,keep,Sant'Antonino,
Q246448,demote,Parc de la Villette,
Q246821,keep,Musée Goya,
Q24695295,keep,Lac de Petit Saut,
Q2471852,promote,Aiguille Croche,
Q2472393,keep,Beffroi d'Amiens,
Q2473730,drop,Château de Bercy,
Q24739,drop,Cratère Lochnagar,
Q2476068,keep,Château de Tanlay,
Q2480350,drop,Château de Barbezieux,
Q2483597,keep,Musée Fesch,
Q2485743,keep,Kastelberg,
Q2486045,keep,Cathédrale Saint-Christophe de Belfort,
Q24874504,keep,Plage de Clugny,
Q24874840,promote,Cascade aux écrevisses,
Q2488089,drop,Château de Beynes,
Q2490344,keep,Musée national Adrien-Dubouché,
Q2499032,keep,Pointe de Corsen,
Q2501434,keep,Château d'Eu,
Q2502476,keep,Coupole d'Helfaut,
Q250332,keep,Arlempdes,
Q250389,keep,Montpeyroux,
Q25063,keep,Grottes de Gargas,
Q2509175,keep,Lac de Bettaniella,
Q2509432,keep,Domaine de la Vallée-aux-Loups,
Q251083,promote,Grotte des Demoiselles,
Q2519300,keep,Grotte de Dargilan,
Q2520725,demote,Beffroi de Cambrai,
Q2523683,drop,Château d'Artigny,
Q2524946,promote,Cap Taillat,
Q2527054,drop,Vallée de l'Ubaye,
Q2532625,keep,Gorges de la Bourne,
Q2538129,keep,Musée Toulouse-Lautrec,
Q2544355,demote,Mémorial national australien de Villers-Bretonneux,
Q2550799,drop,Montagne Bellevue,
Q25513742,drop,Saut Niagara,
Q25596,keep,Saint-Martin,
Q2561076,drop,Musée du vin,
Q2561189,keep,Cathédrale Saint-Étienne d'Agde,
Q2566850,drop,Massalia,
Q25675349,keep,Cumpuleddu,
Q2570609,keep,Lac d'Allos,
Q2572089,keep,Monte d'Oro,
Q2574917,demote,Lac de Gravelle,
Q2587094,keep,Château de Ventadour,
Q2588025,keep,Maison d'Émile Zola,
Q258818,keep,Lac de Sainte-Croix,
Q258911,keep,Lavardin,
Q2592438,keep,Gouffre Jean-Bernard,
Q2597719,keep,Musée de la franc-maçonnerie,
Q2599177,keep,Maison de Victor Hugo,
Q2599455,keep,Gouffre de la Pierre Saint-Martin,
Q2602923,promote,Manoir de Limoëlou,
Q2607651,demote,Monts d'Arrée,
Q2611105,drop,Portus Itius,localisation inconnue : port de la Manche placé a 180 km dans les terres
Q2613771,drop,Musée Zadkine,
Q2615917,drop,Château de Bellevue,
Q2616913,drop,Abbaye Saint-Joseph de Clairval,
Q26205063,drop,Cap Boucan Canot,le cap est la pointe de la plage de Boucan Canot Q3390839
Q2620702,keep,Musée Bonnat-Helleu,
Q262295,keep,Lac de l'Abbaye,
Q2623549,keep,Musée Somme 1916,
Q262662,drop,Rocher du Diamant,
Q2627606,keep,Phare du cap Leucate,
Q2628596,keep,Palais des Beaux-Arts de Lille,
Q2633190,keep,Île Royale,
Q2633625,keep,Château de Brest,
Q2633713,keep,Abbaye Saint-Mathieu de Fine-Terre,
Q263689,drop,Grésivaudan,
Q264242,keep,Grotte de Niaux,
Q2654419,keep,Musée des Égouts de Paris,
Q2659121,keep,Lac Daumesnil,
Q2659603,drop,Lac des Minimes,
Q2661337,promote,Menhir de Champ-Dolent,
Q2663452,keep,Réseau du gouffre Berger,
Q2669368,drop,Thermes de Cluny,
Q26700542,demote,Dune Dewulf,
Q267332,keep,Lac Blanc,
Q2675627,drop,Château médiéval de Pouancé,
Q267731,keep,La Roque-sur-Cèze,
Q2680838,keep,Abbaye de Watten,
Q2687799,drop,Boubioz,
Q2695521,keep,Allée couverte de la Bertinière,
Q26958678,drop,Couvent des Récollets,
Q269641,keep,Colonne de Juillet,
Q2700205,promote,Château de Menthon-Saint-Bernard,
Q270179,keep,Balazuc,
Q270294,keep,Saint-Jean-Pied-de-Port,
Q2706740,keep,Château de Belcastel,
Q2707979,drop,Vallée de Barétous,
Q270819,keep,Lavoûte-Chilhac,
Q2710144,drop,Cenabum,
Q271085,keep,Sisteron,
Q2711480,keep,Musée des Augustins de Toulouse,
Q2714932,keep,Musée de la Vie romantique,
Q2715373,keep,Musée Bourdelle,
Q271639,drop,Bois de Vincennes,
Q271962,keep,Lapalisse,
Q272308,keep,Gordes,
Q272364,keep,Gourdon,
Q2723667,keep,Musée départemental d'archéologie Jérôme-Carcopino,
Q272369,keep,Locronan,
Q2728193,drop,Samarobriva,
Q2728816,drop,Château de Richelieu,
Q272897,keep,Eguisheim,
Q273012,keep,Charroux,
Q2732722,drop,Massif du Chablais,
Q273562,keep,Belvès,
Q273593,drop,École nationale supérieure des beaux-arts,
Q273653,promote,Écomusée d'Alsace,
Q2737833,keep,Cathédrale Saint-Étienne de Toulouse,
Q2737839,keep,La Rhune,
Q2738641,keep,Château des Tourelles,
Q2739331,promote,Jardin des plantes d'Angers,
Q274148,keep,Moncontour,
Q274155,keep,Sare,
Q2743795,keep,Jardin botanique de l'université de Strasbourg,
Q274678,keep,Entrevaux,
Q2747791,drop,Vallée du Rhône,
Q274846,keep,Saint-Renan,
Q2749741,drop,Château de Nérac,
Q275905,keep,Montréal,
Q2759640,keep,Couvent des Jacobins de Toulouse,
Q276063,keep,Amphithéâtre de Fréjus,
Q2762952,keep,Cathédrale Notre-Dame-de-l'Assomption de Lescar,
Q2769798,keep,Théâtre romain d'Autun,
Q2782043,keep,Grand Som,
Q2782334,keep,Colonne de la Grande Armée,
Q278566,keep,La Garde-Adhémar,
Q2788328,drop,Trace du Hourra,
Q2793745,drop,Abbaye de Lure,
Q27962419,drop,Parc de sculptures Engelbrecht,
Q279681,keep,Thouars,
Q27969085,drop,Abbaye Royale de Saint-Remi de Reims,
Q28033642,drop,Musée d'histoire urbaine et sociale de Suresnes,
Q2804401,keep,Tour d'Erbalunga,
Q2808698,keep,Musée des civilisations de l'Europe et de la Méditerranée,
Q281387,drop,Phare des Roches-Douvres,
Q281494,keep,Oppidum d'Entremont,
Q28177520,demote,Moulin de Pen Castel,
Q281826,drop,Avaricum,
Q281849,keep,Jardin du rocher des Doms,
Q2820275,drop,Abbaye Notre-Dame-du-Réconfort de Saizy,
Q2820281,keep,Abbaye Notre-Dame d'Évron,
Q2820295,keep,Abbaye Notre-Dame de Boscodon,
Q2820296,drop,Abbaye Notre-Dame de Coulombs,
Q2820299,drop,Abbaye Notre-Dame de Faverney,
Q2820315,keep,Abbaye Notre-Dame de Maylis,
Q2820351,keep,Abbaye Saint-André de Meymac,
